,AuthorAffiliation,Year,A,B,C,D,E,F,G,H,I,J,K,O,Total,Range
22525,University of Rome Rome Italy,2002,0,0,1,0,0,2,0,0,0,0,0,0,3,2.2
22526,Reed College Portland OR,2002,0,0,0,0,0,0,0,0,1,0,0,0,2,1.1
22527,New Mexico Tech Socorro NM,2002,0,0,0,2,0,0,1,0,1,0,0,0,4,2.2
22528,National Research Council Canada Ottawa Ontario Canada,2002,0,0,0,5,0,0,0,0,2,0,0,0,8,5.5
22529,Malina Software Corp Nepean Ontario Canada,2002,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
22530,Oracle Brazil Brasilia Brazil,2002,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
22531,CRIM Montreal Canada,2002,0,0,0,1,0,0,0,0,0,0,0,0,3,1.1
22532,Department of Computer Science and Artificial Intelligence University of Sevilla Sevilla Spain,2002,0,0,0,0,0,1,1,0,0,0,0,0,2,1.1
22533,Cambrian Ventures 201 San Antonio Circle Mountain View CA,2002,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
22534,Fujitsu Laboratories Ltd Kawasaki Japan 2118588,2002,0,0,4,0,0,0,0,0,0,0,0,0,4,4.4
22535,Department of Computer Science Houston University TX USA,2002,0,0,0,0,0,0,0,0,3,0,1,0,10,3.3000000000000003
22536,Louisiana Tech University,2002,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
22537,Grinnell College Grinnell IA USA,2002,0,0,0,1,0,0,0,0,0,0,1,0,6,1.1
22538,Szczecin University of Technology Szczecin Poland 71210,2002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
22539,Center for Natural Language Processing Syracuse NY,2002,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
22540,Department of Interdisciplinary Oncology H Lee Moffitt Cancer Center and Research Institute SRB3 12902 Magnolia Drive Tampa Fl 33612 USA,2002,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
22541,IBM TJ Watson Research Center 30 Saw Mill River Road Hawthorne NY,2002,0,0,0,0,0,3,0,1,0,0,0,0,4,3.3000000000000003
22542,XONAR GmbH Wodanstr 7 42555 Velbert Germany,2002,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1
22543,Xonar GmbH Velbert Germany,2002,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
22544,INRIA Valbonne France,2002,0,0,0,0,0,1,1,0,0,0,0,0,2,1.1
22545,University of Erlangen-Nuremberg,2002,0,0,0,0,0,0,0,4,4,0,0,0,8,4.4
22546,International Institute of Information Technology,2002,0,0,0,0,0,0,0,2,3,0,1,0,7,3.3000000000000003
22547,Xilinx,2002,0,1,0,0,0,0,0,0,0,0,0,0,1,1.1
22548,Rhode Island School of Design,2002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
22549,Army Research Laboratory ATTN AMSRDARLSESE Adelphi 20783,2002,0,0,0,0,2,1,0,0,0,0,0,0,3,2.2
22550,National University of La Plata,2002,0,0,0,0,0,0,0,0,0,0,2,0,2,2.2
22551,Pontifical Catholic University of Rio Grande do Sul,2002,0,0,0,0,0,0,0,0,2,0,0,0,5,2.2
22552,Kalamazoo College,2002,0,0,0,0,0,0,0,0,0,0,4,0,4,4.4
22553,General Motors Research Laboratories Warren MI,2002,0,0,0,0,0,0,0,0,1,0,0,0,2,1.1
22554,University of Navarra,2002,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1
22555,Clados Management LLC 1840 Gateway Dr Suite 200 San Mateo CA 94404 USA,2002,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
22556,University of Dallas,2002,0,0,0,1,0,0,0,1,0,0,0,0,2,1.1
22557,University of Salford,2002,0,0,2,0,0,0,0,1,4,1,0,0,15,4.4
22558,Idaho State University Pocatello ID,2002,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
22559,IBM Software Lab India Golden Enclave Bangalore 560017 India,2002,0,0,0,0,1,0,0,0,0,0,0,0,1,1.1
22560,London South Bank University London UK,2002,0,1,1,0,0,0,0,0,0,0,0,0,2,1.1
22561,SNN University of Nijmegen Geert Grooteplein 21 6525 EZ Nijmegen The Netherlands,2002,0,0,0,0,0,0,0,0,2,0,0,0,2,2.2
22562,University of Padova Padova Italy,2002,0,0,0,0,0,3,2,2,2,1,0,0,10,3.3000000000000003
22563,Digital Equipment Corp Marlboro MA,2002,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
22564,Technicolor Rennes France,2002,0,0,0,0,0,1,0,0,0,0,0,0,2,1.1
22565,Oblog Software SA Portugal,2002,0,0,0,4,0,0,0,0,0,0,0,0,4,4.4
22566,National Maritime Museum,2002,0,0,0,0,0,0,0,0,0,0,2,0,2,2.2
22567,AutoSimulations Marietta GA,2002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
22568,acticom GmbH mobile networks Am Borsigturm 42 13507 Berlin Germany,2002,0,0,0,0,0,0,0,0,0,0,2,0,2,2.2
22569,National University of Ireland,2002,0,0,0,10,0,0,0,0,0,2,0,0,12,11.0
22570,University of Iceland,2002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
22571,North Dakota State University Fargo ND,2002,0,0,0,0,7,0,0,2,0,2,0,0,12,7.700000000000001
22572,IBM Toronto Laboratory 1150 Eglington Avenue East Toronto Ontario Canada M3C 1H7,2002,0,0,1,0,0,0,0,2,0,0,0,0,3,2.2
22573,San Francisco State University,2002,0,0,0,0,0,0,5,0,0,0,0,0,5,5.5
22574,University of Massachusetts Boston Boston MA,2002,0,0,0,0,0,0,0,0,1,4,0,0,6,4.4
22575,Indian Institute of Technology Kharagpur,2002,0,5,0,2,0,0,0,0,1,0,0,0,15,5.5
22576,Polish Academy of Sciences Warsaw Poland,2002,0,0,0,0,0,0,0,0,3,0,0,0,3,3.3000000000000003
22577,University of Montana,2002,0,0,0,0,0,0,1,0,1,0,0,0,2,1.1
22578,Institut des Hautes tudes Scientifiques 35 Route de Chartres F91440 BuressurYvette France,2002,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
22579,stfold University College and Mreforskning Molde AS Halden Norway,2002,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
22580,Nancy University Nancy France,2002,1,0,0,0,0,0,1,0,0,0,0,0,2,1.1
22581,University of Nebraska at Omaha,2002,0,0,0,0,0,0,0,0,2,0,0,0,4,2.2
22582,Department of Computer Science University of Wales Swansea United Kingdom,2002,0,0,0,0,0,0,0,0,0,1,0,0,3,1.1
22583,University of Halle Germany,2002,0,0,0,0,0,0,1,1,0,0,0,0,2,1.1
22584,PRESTO Japan Science and Technology Agency JST,2002,2,0,0,0,0,3,0,0,0,0,0,0,6,3.3000000000000003
22585,University of Sydney Australia,2002,0,0,0,3,2,1,6,0,2,0,2,0,24,6.6000000000000005
22586,Conexant Systems Inc Newport Beach CA,2002,0,0,0,1,0,0,0,1,0,0,0,0,2,1.1
22587,cole des Mines de Nantes Nantes France,2002,0,0,0,0,0,0,0,1,0,0,0,0,4,1.1
22588,Grand Valley St University Allendale MI,2002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
22589,Illinois State University Normal IL,2002,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0
22590,Western Carolina University Cullowhee NC,2002,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
22591,Polytechnic Institute of Beja,2002,0,0,0,0,0,0,0,0,0,0,1,0,2,1.1
22592,Swansea University Swansea United Kingdom,2002,0,0,0,0,0,0,1,0,0,0,0,0,1,1.1
22593,University of Thessaly,2002,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
